1001,2024-08-12,Hiring,2.49,34446.87,0.00,FR_NON_EXEMPT,Salary,PAY-NVT-1001,857.73
1001,2026-01-04,Data Change,3.32,36274.24,0.00,FR_NON_EXEMPT,Salary,PAY-NVT-1001-2,1204.30
1002,2015-10-18,Hiring,10.98,39607.37,0.00,FR_EXEMPT,Salary,PAY-NVT-1002,4348.89
1002,2021-09-19,Promotion,13.76,72737.21,0.00,FR_EXEMPT,Salary,PAY-NVT-1002-2,10648.73
1002,2024-10-03,Promotion,14.79,95076.46,0.00,FR_EXEMPT,Salary,PAY-NVT-1002-3,13919.19
1002,2025-11-08,Data Change,14.64,95076.46,0.00,FR_EXEMPT,Salary,PAY-NVT-1002-4,13919.19
1003,2013-09-28,Hiring,11.48,29091.90,0.00,FR_EXEMPT,Salary,PAY-NVT-1003,3339.75
1003,2016-09-30,Promotion,13.32,43564.76,0.00,FR_EXEMPT,Salary,PAY-NVT-1003-2,6669.76
1003,2019-10-20,Promotion,14.39,52418.52,0.00,FR_EXEMPT,Salary,PAY-NVT-1003-3,8025.28
1003,2025-06-04,Data Change,15.31,69512.26,0.00,FR_EXEMPT,Salary,PAY-NVT-1003-4,10642.33
1004,2021-04-11,Hiring,10.35,76540.40,0.00,FR_EXEMPT,Commission,PAY-NVT-1004,7921.93
1004,2025-11-01,Data Change,13.80,76540.40,0.00,FR_EXEMPT,Commission,PAY-NVT-1004-2,10562.58
1005,2019-03-06,Hiring,12.86,51108.10,0.00,FR_EXEMPT,Commission,PAY-NVT-1005,6572.50
1005,2025-04-02,Promotion,17.31,77393.69,0.00,FR_EXEMPT,Commission,PAY-NVT-1005-2,13265.28
1005,2025-04-21,Data Change,17.14,77954.12,0.00,FR_EXEMPT,Commission,PAY-NVT-1005-3,13361.34
1006,2013-08-05,Hiring,8.30,47349.51,0.00,FR_EXEMPT,Salary,PAY-NVT-1006,3930.01
1006,2022-07-20,Promotion,11.18,132579.88,5400.00,FR_EXEMPT,Salary,PAY-NVT-1006-2,14676.59
1006,2025-07-24,Data Change,11.07,137597.95,5400.00,FR_EXEMPT,Salary,PAY-NVT-1006-3,15232.09
1007,2020-08-06,Hiring,8.45,49422.91,0.00,FR_EXEMPT,Salary,PAY-NVT-1007,4176.24
1007,2023-07-17,Promotion,10.59,67356.98,0.00,FR_EXEMPT,Salary,PAY-NVT-1007-2,7591.13
1007,2025-05-14,Data Change,11.27,69653.64,0.00,FR_EXEMPT,Salary,PAY-NVT-1007-3,7849.97
1008,2015-05-20,Hiring,7.96,75248.07,0.00,FR_EXEMPT,Salary,PAY-NVT-1008,5989.75
1008,2018-05-30,Promotion,10.73,99700.88,5400.00,FR_EXEMPT,Salary,PAY-NVT-1008-2,10588.23
1008,2025-04-11,Data Change,10.62,99738.99,5400.00,FR_EXEMPT,Salary,PAY-NVT-1008-3,10592.28
1009,2019-08-23,Hiring,10.75,39482.56,0.00,FR_EXEMPT,Salary,PAY-NVT-1009,4244.38
1009,2025-09-29,Data Change,14.34,72959.68,4800.00,FR_EXEMPT,Salary,PAY-NVT-1009-2,10462.42
1010,2025-10-08,Hiring,9.61,66833.27,0.00,FR_EXEMPT,Salary,PAY-NVT-1010,6422.68
1011,2025-09-16,Hiring,10.43,93778.34,0.00,FR_EXEMPT,Salary,PAY-NVT-1011,9781.08
1012,2019-03-11,Hiring,20.26,190621.25,0.00,FR_EXECUTIVE,Salary,PAY-NVT-1012,38619.87
1012,2026-01-13,Data Change,27.01,197320.87,8400.00,FR_EXECUTIVE,Salary,PAY-NVT-1012-2,53296.37
1013,2014-08-24,Hiring,9.06,68600.74,0.00,FR_EXEMPT,Salary,PAY-NVT-1013,6215.23
1013,2025-08-04,Data Change,12.08,94622.33,0.00,FR_EXEMPT,Salary,PAY-NVT-1013-2,11430.38
1014,2017-09-22,Hiring,7.81,34150.49,0.00,FR_EXEMPT,Salary,PAY-NVT-1014,2667.15
1014,2025-10-17,Data Change,10.42,64580.42,0.00,FR_EXEMPT,Salary,PAY-NVT-1014-2,6729.28
1015,2018-06-18,Hiring,8.42,97949.59,0.00,FR_EXEMPT,Salary,PAY-NVT-1015,8247.36
1015,2025-04-03,Data Change,11.22,100580.60,4200.00,FR_EXEMPT,Salary,PAY-NVT-1015-2,11285.14
1016,2017-11-07,Hiring,12.41,58275.73,0.00,FR_EXEMPT,Salary,PAY-NVT-1016,7232.02
1016,2020-11-23,Promotion,15.56,85840.51,0.00,FR_EXEMPT,Salary,PAY-NVT-1016-2,14206.60
1016,2023-11-27,Promotion,16.72,97842.37,0.00,FR_EXEMPT,Salary,PAY-NVT-1016-3,16192.91
1016,2025-10-24,Data Change,16.55,108644.51,0.00,FR_EXEMPT,Salary,PAY-NVT-1016-4,17980.67
1017,2025-09-24,Hiring,3.11,44057.24,0.00,FR_NON_EXEMPT,Salary,PAY-NVT-1017,1370.18
1018,2019-10-25,Hiring,10.07,45015.99,0.00,FR_EXEMPT,Salary,PAY-NVT-1018,4533.11
1018,2022-11-09,Promotion,11.68,68154.39,0.00,FR_EXEMPT,Salary,PAY-NVT-1018-2,9153.13
1018,2025-10-30,Promotion,12.62,94444.84,5400.00,FR_EXEMPT,Salary,PAY-NVT-1018-3,12683.94
1018,2025-12-29,Data Change,13.43,94444.84,5400.00,FR_EXEMPT,Salary,PAY-NVT-1018-4,12683.94
1019,2018-06-10,Hiring,10.11,69561.97,0.00,FR_EXEMPT,Salary,PAY-NVT-1019,7032.72
1019,2021-05-11,Promotion,12.67,92385.02,0.00,FR_EXEMPT,Salary,PAY-NVT-1019-2,12453.50
1019,2024-05-18,Promotion,13.61,120294.90,0.00,FR_EXEMPT,Salary,PAY-NVT-1019-3,16215.75
1019,2025-08-07,Data Change,13.48,123430.24,0.00,FR_EXEMPT,Salary,PAY-NVT-1019-4,16638.40
1020,2016-12-26,Hiring,8.97,71964.05,0.00,FR_EXEMPT,Salary,PAY-NVT-1020,6455.18
1020,2019-12-28,Promotion,12.08,92747.30,0.00,FR_EXEMPT,Salary,PAY-NVT-1020-2,11092.58
1020,2025-07-10,Data Change,11.96,93191.07,0.00,FR_EXEMPT,Salary,PAY-NVT-1020-3,11145.65
1021,2018-02-25,Hiring,9.45,53557.28,0.00,FR_EXEMPT,Salary,PAY-NVT-1021,5061.16
1021,2021-02-24,Promotion,11.84,75037.01,0.00,FR_EXEMPT,Salary,PAY-NVT-1021-2,9454.66
1021,2024-02-24,Promotion,12.73,87938.60,0.00,FR_EXEMPT,Salary,PAY-NVT-1021-3,11080.26
1021,2026-01-09,Data Change,12.60,87938.60,0.00,FR_EXEMPT,Salary,PAY-NVT-1021-4,11080.26
1022,2023-12-27,Hiring,0.32,33531.16,0.00,FR_NON_EXEMPT,Salary,PAY-NVT-1022,107.30
1022,2025-03-29,Data Change,0.43,33531.16,0.00,FR_NON_EXEMPT,Salary,PAY-NVT-1022-2,144.18
1023,2023-04-01,Hiring,11.65,96613.16,0.00,FR_EXEMPT,Salary,PAY-NVT-1023,11255.43
1023,2025-09-24,Data Change,15.53,96613.16,5400.00,FR_EXEMPT,Salary,PAY-NVT-1023-2,15004.02
1024,2016-12-03,Hiring,11.83,41377.84,0.00,FR_EXEMPT,Salary,PAY-NVT-1024,4895.00
1024,2019-12-27,Promotion,13.72,61850.28,0.00,FR_EXEMPT,Salary,PAY-NVT-1024-2,9753.79
1024,2022-12-27,Promotion,14.82,86032.41,4800.00,FR_EXEMPT,Salary,PAY-NVT-1024-3,13567.31
1024,2025-11-24,Promotion,15.93,102157.36,4800.00,FR_EXEMPT,Salary,PAY-NVT-1024-4,16110.22
1024,2025-12-30,Data Change,15.77,102157.36,4800.00,FR_EXEMPT,Salary,PAY-NVT-1024-5,16110.22
1025,2013-09-19,Hiring,8.87,41158.59,0.00,FR_EXEMPT,Salary,PAY-NVT-1025,3650.77
1025,2019-10-11,Promotion,11.11,88484.97,4200.00,FR_EXEMPT,Salary,PAY-NVT-1025-2,10458.92
1025,2022-09-14,Promotion,11.94,99127.73,4200.00,FR_EXEMPT,Salary,PAY-NVT-1025-3,11716.90
